primary_type	name	slug	lead_text
fishing_facility	用宗漁港	mochimune-ko	駿河湾に面した用宗漁港は、安倍川の支流が注ぎ込む汽水の湾奥から沖へ延びる白灯堤防まで、縦長の港内でエリアごとに顔ぶれが変わる釣り場です。漁協前の岸壁は水深5〜6メートルで底質は砂泥に石混じり、白灯堤防の先端付近は航路に面して水深約6.8メートルの砂泥底が広がります。秋になると河川寄りの汽水域にハゼ狙いの常連が増え、河口周辺ではクロダイやスズキの魚影も濃くなります。港内にサッパが入り込む時期は夜明け前後にシーバスのボイルが出ることでも知られています。
fishing_facility	田原港（エコパーク周辺）	tahara-ko	渥美半島の付け根、三河湾に面した田原港エコパークは、風力発電の風車が立ち並ぶT字型の釣り桟橋が核になっています。桟橋や護岸、川の河口護岸など複数のポイントが隣接しており、川寄りの護岸はシロギスの実績が高い砂地底のポイントです。シロギスは夏場を中心に数釣りが楽しめ、5〜6月ごろから回遊魚の動きが活発になるとサビキでアジ・サバも混じります。夜間照明付きの桟橋ではメバルやシーバスを狙う常連の姿も見られます。
fishing_facility	田子の浦みなと公園	tagonoura-minato	駿河湾の奥、富士市前田に整備された公園に隣接する釣り場で、港には複数の河川が流れ込む汽水域が広がっています。水深は江川河口付近の港湾部で約6メートルあり、クロダイは通年にわたって魚影が濃く、白灯台そばのテトラ帯がヘチ釣りの定番スポットです。アジはサビキで狙う釣り人が多く、白灯台背後の高い岸壁が主なポイント。なお東側の赤灯台エリアは立入禁止のため、釣りができるのは白灯台側に限られます。駐車場の開放が8時から17時までのため、常連は夕マヅメ前に切り上げるスタイルが一般的です。
fishing_facility	田尻漁港	tajiri-fishing-port	泉南郡の田尻漁港は、りんくう公園マーブルビーチ横から伸びる波止と南端の突堤が主なエギングポイントです。潮通しのよい突堤先端に秋になると常連が集まりますが、同時期にタチウオが入ると「タチウオの影響でイカの反応がなくなった」という声が釣行記に多く見られます。タチウオ接岸の前後を見計らって入るのが地元流。夕マズメの中層付近でアタリが出やすい傾向があります。
fishing_facility	白子港	shirako-ko	南房総市千倉町に位置する白子港は、海に向かって3本の堤防が伸びる小さな漁港で、クロダイ釣りの穴場として地元に知られています。左堤防から沖堤方向を向く形がメインポイントで、港内にはイケスがあり、その周辺がフカセ釣りでクロダイ・メジナを狙う好位置として常連に定評があります。夏場はスイカを使ったポカン釣りで大型クロダイが出ることも。アジやサヨリ、ウミタナゴも混じり、海が荒れた後にはヒラスズキの実績もある多彩な釣り場です。
fishing_facility	白子漁港	shiroko-gyoko	三重県鈴鹿市の白子漁港は、川の河口に面した伊勢湾奥の港です。漁港全体でクロダイの魚影が濃く、とくに左端の白灯台周辺はテトラが両側に組まれた地形で、ウキ釣りやブッコミ釣りで50cm級の実績があります。中央の新堤はウキ釣り・ヘチ釣りが主流で、常連が通う定番ポイント。港内は川の流れ込みが入るため底質は砂泥交じりで、夏から秋にかけてハゼの魚影も濃くなります。
fishing_facility	真名瀬漁港	manase-gyoko	葉山町の小さな漁港、真名瀬漁港は海底に岩礁や砂利が混じる変化に富んだ地形が特徴です。左の外側堤防はフェンスで立入禁止のため、エギンガーは右の内側波止や港奥の岸壁を中心に狙います。アオリイカは夕マヅメ以降に活性が上がる傾向があり、18時前後にヒットする釣果報告が目立ちます。隣接する芝崎埋立地護岸からも実績があり、常連勢はこの2か所を潮見ながら行き来するパターンが多いようです。
fishing_facility	真鶴港	manazuru-ko	真鶴半島の付け根に位置する真鶴港は、相模湾に面した天然の入り江を抱える古風な漁港です。港内の海底は大部分が岩礁帯で、フカセ釣りのメジナ狙いに向いた地形。水温が18℃を下回る1〜3月が良型シーズンで、磯釣りウェア姿の常連が早朝から竿を出します。朝夕の薄暮にはクロダイが岸壁際に寄ることも。堤防や船道まわりは釣禁エリアが多いため、入釣前に可否の確認が必要です。
fishing_facility	石津漁港	ishizu-fishing-port	"堺市西区の工業地帯に囲まれた湾奥の浅場エリアで、隣接する浜寺水路は水深2m前後のシャロー地形が続きます。干潮時は魚の活性が落ちやすく、常連のチニングアングラーたちは満潮前後の時間帯に照準を合わせて釣り座を構えます。潮どまりから流れ出しへと変わる""潮変わり""が特に時合として意識されており、秋から春先にかけてはクロダイとともにスズキ（ハネ）も回遊。40cmを超える年なしクラスの実績もある大阪湾奥の穴場的なポイントです。"
fishing_facility	福浦岸壁	fukuura-ganpeki	横浜市金沢区の福浦岸壁（金沢水際線緑地）は、東京湾に面した潮通しのよい護岸です。もともとタチウオの好ポイントとして知られ、シーズン中の夜間は釣り座が満席になるほど賑わいます。2019年の台風15号で被害を受けた後、2023年4月に全長約1kmの遊歩道として整備され、常夜灯も設置されました。護岸は海面から約6m以上と高いため、タモは7m以上のものが必要になります。
fishing_facility	福浦港	fukuura-ko	真鶴半島の付け根に位置するこぢんまりした漁港です。メジナを狙うなら赤灯台先の堤防先端か、外洋向きに入ったテトラポッド帯が定番ポイント。港内は浅いので、先端まで歩いて潮通しを確かめてから釣り座を決めるのが地元常連の流儀です。水温が下がる1〜3月は良型が狙いやすくなり、フカセ師が足繁く通う時期です。夜釣りではイカスミ跡が多く残るほどアオリイカの実績も高く、日が落ちてから訪れる釣り人も少なくありません。
fishing_facility	秋谷漁港	akiya-gyoko	三浦半島の西側、相模湾に面した秋谷漁港は、堤防まわりに岩礁帯とテトラが絡み、北側の秋谷海岸方向へ向かうと砂地底に変わる地形です。アオリイカは春と秋がシーズンで、堤防先端外側がメインポイント。エギンガーが多く集まる場所ですが、漁港内側は釣り禁止で利用は午前8〜15時の時間制限があります。常連は競合を避けて平日の朝一番に入ることが多いようです。
fishing_facility	竹岡港	takeoka-port	千葉県富津市の竹岡港は、白狐川河口と隣接した小規模漁港で、全体的に水深が浅いのが特徴です。赤灯堤防の外海側は砂地底で、初夏から初冬にかけてシロギスとイシモチの実績があります。テトラ帯では春の乗っ込み期にクロダイの姿も見られ、濁りが入ったタイミングが狙い目とされています。白狐川沿いでは6〜11月にハゼが濃く、ちょい投げやウキ釣りで楽しめます。なお、複数の堤防で立入禁止区画が設けられているとの報告が続いており、釣行前に現地の状況を必ず確認してください。
fishing_facility	紀伊長島港	kii-nagashima-ko	三重県紀北町、熊野灘に面した紀伊長島港は赤羽川河口を挟んで複数の釣り場が広がる大型漁港です。かつて県内屈指と謳われた大波止は現在立入禁止となっており、現在は市場周辺の護岸や河口堤防がメインの釣り座です。港内側はテトラのないフラットな足場で、アジは夕方から夜にかけて常夜灯下に集まりやすく、地元のアジング勢が日没後を狙って入ることが多いです。外海へ伸びる江の浦突堤ではウキフカセでクロダイとメジナが狙え、荒れた後には港内にもクロダイが差してきます。
fishing_facility	網代港	ajiro-ko	東伊豆・網代の大堤防は、白灯台まわりで水深が約12メートルあり、海底には海藻が豊かに広がる地形です。フカセ師が通う理由もここにあって、藻際に潜むメジナは丸々と肥えた個体が多く、ボートで入った釣り人が1キロ超えを取り込んだ記録も残っています。南西風の強い日は大堤防が風を背負う向きになるため、荒れ気味の日でも比較的竿を出しやすいのが地元民に知られた特徴です。梅雨どきの朝マズメに常連が集中します。
fishing_facility	腰越漁港	koshigoe-gyoko	小動岬（こゆるぎみさき）の西側に位置する腰越漁港は、西に神戸川の河口、東に岩礁帯を抱える地形で、港内はほぼ砂泥底。水深は船着き場付近で約1m、西側防砂堤の先端部で5m前後と全体的に浅めです。ヒラメを意識するなら、神戸川河口にあたる西側堤防の外海側が定番エリア。港内より潮通しがよく、常連が好む時間帯は遊漁船が出る早朝6時前後。キスが活発になる6〜9月はベイトも豊富で、ヒラメの気配も高まります。
fishing_facility	船形港	funakata-port	館山湾北側に位置する南房総最大級の港で、複数の堤防が異なる表情を見せます。全体的な水深は2.5〜5メートルほどと浅めで、西側の高尾造船所堤防はクロダイの魚影が南房総屈指と地元では知られています。造船所で船底のカラス貝やフジツボが落とされるタイミングは大チャンスで、常連はその日に合わせてフカセ・ダンゴで狙います。夏の早朝は堤防のヘチにクロダイの群れが目視できることも。アジはメイン岸壁の内側（水深5m前後）でサビキやアジングが定番で、アオリイカはエギングやヤエン釣りで実績があります。
fishing_facility	芦名漁港	ashina-gyoko	三浦半島・横須賀市の芦名漁港は、知名度が低く場荒れしていない小規模な港です。港内は全体的に浅いため、アオリイカのエギングは満潮前後に的を絞るのがここの定石。底はところどころ根が点在する岩礁混じりで、外向きは潮通しも良好です。荒れ気味の日には港内にクロダイが差してくることでも知られており、近年はエギングで通う常連が増えています。
fishing_facility	荒井港	arai-ko	この釣り場は現在釣り禁止となりました。
fishing_facility	葉山港	hayama-ko	三浦半島の葉山港（鐙摺港）は、A防波堤のスリット型ケーソンと隣接護岸のみ釣りが可能なポイントです。足元の水深は3〜5m以上で、海底は岩礁帯に海藻が茂る地形。ケーソンのスリット内にはメジナやクロダイが壁の貝を食みに入り込む様子を上から目視できることも。岸壁の防災岸壁際はえぐれた形状になっており、メジナが4月頃から12月にかけて通年狙える場所として常連に知られています。夏から秋にかけてはワカシなどの青物も回遊します。入場は8:30〜17:00の時間制限があるため、朝イチの混雑が少ない点も常連が好む理由のひとつです。
fishing_facility	豊浜海釣り公園	toyohama-fishing-park	知多半島南部・南知多町の豊浜漁港新堤から東に伸びる釣り専用桟橋です。先端付近は水深約10mと深く、夏から秋にアジの良型が回遊しやすい地形で、常連は夜明け前4時台から集魚灯を点けて時合いを待つのが定番スタイル。明るくなるとアタリが遠のく傾向があるため、朝マヅメ前の入り直しが勝負です。秋口にはアオリイカやタチウオも混じり、カワハギはシーズン中に常連が通い続ける看板ターゲットになっています。
fishing_facility	赤須賀漁港	akasuka-gyoko	木曽三川のひとつ、揖斐川の河口から約4km上流に位置する桑名の漁港です。本流との間に中洲が挟まるため流れが程よく緩み、クロダイが好む汽水環境が整っています。底質は砂泥で、ハマグリ・シジミ漁が盛んなことからも豊かな漁場であることが伝わります。水門まわりは足場が低く水面に近いため、地元の釣り人が通い慣れたポイントとして知られており、潮が動き始めるタイミングに合わせると魚の活性が上がりやすいとされています。
fishing_facility	金田漁港	kaneda-gyoko	三浦半島の金田湾に抱かれた小ぶりな漁港で、全体的に水深が浅めなのが特徴です。2本ある堤防のうち、外海側にテトラが入るBエリアの堤防がクロダイ狙いのメインポイント。テトラ際に身を潜めた個体を探っていくと実績が高く、地元の常連は春の乗っ込み期と、盛夏から晩秋にかけての夜釣りを中心に通っています。港の東側に広がる地磯もウキ釣りでクロダイが顔を出すことで知られています。
fishing_facility	長井港	nagai-ko	三浦半島西岸に位置する長井港は、湾口に大小二つの堤防を抱える三浦西岸最大級の漁港です。底質は砂地と根が混在し、堤防沿いには海藻が密生しているためアオリイカが好む地形が揃っています。陸釣りエリアは干潮時に磯場が顔を出すほど浅く、水深は6〜7メートル前後。日中より夜間に接岸する傾向が強く、地元の常連は暗くなってから入ることが多いようです。相模湾では秋に数が出やすく、春は3kgを超える大型も交じるため、10月〜5月にかけて通い詰める釣り人が絶えません。
fishing_facility	長浜海浜公園	nagahama-kaihin	夏から秋には30cm前後のブリ・カンパチの幼魚などベイトフィッシュを追った肉食魚が回遊することもあります。
fishing_facility	阪南港（箱の浦地区）	hannan-port-hakonoura	阪南市の港湾護岸に設けられた箱の浦地区の釣り場です。足元には石組が入っており水深は岸壁際で約5〜6メートル、沖に向けて7メートル前後まで落ちていきます。沖には旧岸和田一文字が控えているぶん潮通しは穏やかで、回遊魚よりも居付きの魚が主役です。クロダイはタナ2.5〜3.5ヒロ付近を潮と水温に合わせて探るのが地元流で、スズキ・セイゴも通年魚影が濃く、夏から秋にかけてエビ撒き釣りで実績があります。アジは回遊が限られるため、サビキは投げて当てるスタイルが基本です。
fishing_facility	雑賀崎漁港	saigasaki-gyoko	紀伊水道に面したリアス式の岬に抱かれた漁港で、三方を山に囲む地形が波風を和らげ、沖に2本の波止が伸びています。手前の水深は3〜5メートルほどと浅めですが、雑賀崎岬からの潮流が常に入るため潮通しが際立っており、外側の堤防先端付近にはアオリイカの墨跡が絶えません。クロダイはテトラが入る堤防際で実績があり、カサゴは消波ブロック周りの根際で拾えます。常連は夏場の夕方5時半過ぎの時合いを狙って早めに釣り座を確保しに来るのが定番のスタイルです。
fishing_facility	霞埠頭・霞釣り公園	kasumi-fishing-park	四日市コンビナートの埋立地に整備された公共釣り場で、釣り公園を囲むテトラ帯がクロダイの実績場として常連に知られています。ウール岸壁は足元から水深があり、落とし込みやヘチ釣りで端から端まで探り歩くスタイルが定着しています。ブッコミ釣りではユムシ餌が実績高め。クロダイのハイシーズンは4〜6月ですが、1月でも複数枚の釣果が上がるほど魚影が濃く、冬場も通い続ける常連の姿が見られます。
sand_beach	マリンパーク御前崎	marine-park-omaezaki	この釣り場は現在釣り禁止となりました。
sand_beach	一色海岸（葉山）	isshiki	三浦半島西岸・相模湾に面した遠浅の砂浜で、夏の海水浴シーズンが明けると常連のエギンガーが戻ってくる場所です。砂地と岩礁帯が混在する地形で、海岸端の一色堤防まわりがアオリイカの主戦場。一帯はシャローエリアのため、秋シーズンは2.5〜3号エギを遠投するスタイルが主流です。満潮時は堤防付け根が水没するため、潮位を見計らってからポイントに入るのが地元流です。
sand_beach	七里ヶ浜	shichirigahama	稲村ヶ崎と小動岬の間に広がる相模湾に面した砂浜サーフです。浜の多くは岩礁混じりの底質ですが、エリアによって砂地帯が点在しており、そこがシロギスの主戦場になります。シーズンは5月から10月頃で、岩礁と砂地の境目では良型が出やすく、常連は数よりサイズを狙ってこの変化を丁寧に探ります。稲村ヶ崎寄りは根掛かりが頻発するため、中央寄りが無難です。
sand_beach	三保松原・駒越海岸	miho-komagoe	夏から秋にはメタルジグを使ってワカシ（ブリ）やショゴ（カンパチ）などの回遊魚を狙うことができ、朝まずめ・夕まずめが特にチャンスタイムとなります。
sand_beach	三保飛行場前海岸	miho-hikojo	三保半島の外海側に位置する飛行場前海岸は、駿河湾の深みが岸際まで迫る急深なサーフで、沖へキャストすると60カウント超という水深が広がります。離岸堤先端にかけて潮の流れが速くなるポイントはルアーマンに人気で、常連のショアジギンガーが朝マズメに集中します。ブリは秋から水温が下がる時期に良型が接岸するケースが多く、カゴ釣りでは離岸堤前の深場でマダイも狙われています。過去にはワラサ・ヒラマサ・メジマグロが釣れた記録もあり、回遊次第で大型魚との出会いがある海岸です。
sand_beach	三軒屋海岸	sangenya-kaigan	遠州灘に面した磐田市〜浜松市にまたがる広大なサーフで、天竜川河口の西側に位置します。砂地の底質が続き、点在するヘッドランドのテトラ帯がポイントの核心部。シロギスは11月中旬でも引き潮の立ち上がりから数時間で束釣りが成立することがあり、テトラ間の湾内・波打ち際20〜30m前後が好射点です。ヒラメは天竜川の流れ込み周辺が有望で、ルアーマンが早朝から入ることが多いです。西風が強い日は波が激しくなりやすく、地元の常連は風裏になるテトラ際を選んで釣り座を確保する傾向があります。
sand_beach	中田島砂丘・遠州灘海岸	nakatajima-enshunada	浜松市の中田島砂丘に広がる遠州灘サーフは、全体的に遠浅の砂底で、波打ち際から40メートル沖でも水深1.8〜2メートルほどしかありません。東側には馬込川が注いでいて、この河口絡みのエリアは水温が比較的安定しやすく、年末の大晦日でもヒラメを狙うアングラーが集まるほどです。シロギスは投げ釣りで実績があり、夏場に数が出やすい傾向があります。秋から初冬はヒラメのシーズンが本格化し、釣果情報が出ると夜明け前から釣り人が並ぶこともしばしばです。遠浅ゆえに細かい砂と小石が混在する岸際のブレイクやわずかな地形変化がポイントになります。
sand_beach	久津間海岸	kuzuma-kaigan	盤洲干潟の一角、小櫃川河口近くに広がる久津間海岸は、木更津エリアでもひときわ遠浅な砂泥質のサーフです。干潮時には沖合数百メートルにわたって干潟が露出するほどの浅さで、潮干狩りシーズン（3〜6月）は入場規制がかかります。ハゼ狙いの常連は規制終了後の夏以降を中心に訪れ、秋口に向かって型が上向く傾向があります。この浜では潮止まりを境にアタリが遠のきやすく、上げ下げ問わず潮が動いている時間帯を選ぶのが定石とされています。
sand_beach	久能海岸	kuno-kaigan	うねりが入ると岸近くで一気に波が立ち、荒れた際には海底の砂利が巻き上がってラインが傷みやすいため、ベタ凪の日を選ぶのが常連の間での定石です。
sand_beach	久里浜海岸	kurihama	三浦半島の付け根、平作川が流れ込む東京湾側の砂泥浜です。全長約300mの海岸は北側が岩礁帯、南側はほぼ砂底で、シロギスは夏から秋にかけて水深1m以内の浅場に差してきます。沖30m付近にはアマモの大群生があり、ほかの浜が不調なときでもここはコンスタントに型を見られると常連に知られています。日中は水温が上がりすぎることもあり、まずめ時に狙うのが地元流。晩秋から春は遠投してカレイも視野に入ります。
sand_beach	二宮海岸	ninomiya	湘南西端・二宮の遠浅サーフは、遊泳禁止ゆえにサーファーが入らず、地元の投げ師が朝マズメから静かに場所を構える穴場です。砂底主体で根掛かりは少なく、梅沢川河口の払い出し周辺がマゴチの着き場として知られています。夏から秋口にかけてカタクチイワシが波打ち際に打ち上がる光景が見られたら活性が上がっているサイン。そのタイミングを狙って夕マズメに入る常連が多いポイントです。
sand_beach	二色の浜海浜公園	nishiki-no-hama-park	大阪湾に面した貝塚市の海浜公園で、府内でもサーフフィッシングが成立する砂浜を持つ数少ない釣り場です。沖は砂地底が広がるため根掛かりが少なく、シロギスは5月〜10月がシーズン。常連は干潮から上げ潮に変わる早朝に竿を出すことが多く、波打ち際から2〜3色先のカケアガリ付近でアタリが出やすいとされています。海浜緑地の護岸エリアは足場が広くて柵も整備されており、時間帯によっては潮の流れが強くなることもあるため、こまめな仕掛けの調整が必要です。
sand_beach	二見浦・二見漁港	futami-gyoko	伊勢市・二見浦は、五十鈴川河口が造る遠浅の砂地サーフが弧を描いて広がる釣り場です。底は均一な細砂で根掛かりが少なく、地元の常連は夏前と秋口の干潮前後に竿を出すことが多いようです。地元釣具店のブログでは3時間で45匹・最大23cmという釣果も記録されています。海岸東端「江」の小堤防まわりはハゼも交じるエリアとして知られ、夏の海水浴シーズン中は釣行できる区間が狭まる点に注意が必要です。
sand_beach	今井浜海岸	imaihama-beach	秋口にはゴロタ際でアオリイカのエギングを楽しむ地元アングラーも多く、水深の浅い砂地とゴロタの境目が狙い目とされています。
sand_beach	元名海岸	motona-beach	千葉県鋸南町に位置する、こぢんまりとした静かな砂浜です。海底は一面砂地で根掛かりが少なく、シロギスは年間を通じて姿を見せますが、常連が足繁く通うのは初夏から晩秋にかけて。海岸左寄りのエリアに魚影が集まりやすく、2.5〜3.5色付近がよく当たるポイントとして知られています。釣れるサイズは10〜16cmの中小型が中心ですが、すぐ隣に岩礁帯が控えるため、25cm級のジャンボギスが顔を出すこともあります。海岸北側にある北見釣具店では現地でジャリメを購入でき、5〜6号針に合わせた小さめサイズが揃っています。
sand_beach	千代崎サーフ	chiyozaki-surf	三重県鈴鹿市の千代崎サーフは、千代崎港から白子港にかけて約3kmに広がる遠浅の砂地海岸です。底質はほぼ砂地で根がかりが少なく、沖合に設置されたテトラ帯の北側が実績の高いポイントとして知られています。シロギスは6月上旬ごろから北上の群れが入り始め、夏にかけて本格化。最盛期には常連の投げ釣り師たちが夜明け前から並び、20cmを超える良型を狙います。鈴鹿エリアは津エリアと比べて水深があるため、干潮時でも潮位が下がりにくく、一日を通して狙いやすいのが特徴です。
sand_beach	南無谷海岸	namuya-beach	南房総市に位置する南無谷海岸は、遠浅の砂底が広がる静かなサーフです。南北2つの浜がつながった地形で、海岸への入り口が分かりにくいうえ駐車スペースも数台分しかなく、混雑した内房の海岸と比べて人影はまばらです。底質は基本的に砂地ですが部分的に根が点在しており、過去には大型シロギスの実績も伝わっています。磯が絡む箇所周辺にはクロダイも付くとされ、夏から秋にかけての早朝が常連の間でよく選ばれる時間帯です。
sand_beach	和田長浜海岸	wada-nagahama-kaigan	三浦半島西岸、荒崎と黒崎の鼻にはさまれた遠浅の砂泥底サーフ。シロギスは4月から10月ごろが主なシーズンで、秋口は手前まで寄ってくることが多く、海岸中央部は根掛かりが少ない分、丁寧に広く探れます。常連は早朝マヅメの3〜4時間に絞って竿を出すスタイルが多く、日中は人も増えて落ち着かなくなります。砂地に点在する沈み根との境目はマゴチの気配も濃く、キス狙いと並行して意識されています。
sand_beach	国府津海岸	kozu	相模湾に面した砂利混じりのサーフで、波打ち際からすぐにドン深になる急深地形が最大の特徴です。森戸川の流れ込みに近いテトラ脇エリアは国府津の中でも水深が深く、常連がこぞって釣り座を取りに来るポイント。アジは夏から秋にかけて回遊のピークを迎え、朝マズメ・夕マズメの時間帯に活性が上がる傾向があります。海底は砂地と起伏が混在した地形で、サーフながら足元近くまで魚が寄りやすいのも国府津ならではです。
sand_beach	外浦海水浴場	sotourahama	下田市柿崎の入り江に弓状に伸びる約700mの遠浅砂浜で、底質は細かな白砂が沖まで続きます。入り江地形のおかげで波が立ちにくく、外海が荒れた日でも穏やかな水面が保たれることが多いのが特徴です。砂地が沖まで広がっているためシロギスが好む環境で、夏から秋にかけて浜からの投げ釣りで実績があります。沖磯への渡船拠点にもなっているため堤防周りの釣り人は少なく、ゆったりと竿を出せる雰囲気です。なお堤防エリアは夜釣り禁止のルールがあり、日没前の撤収が求められます。
sand_beach	大浜海岸	ohama	三崎漁港の北側に広がる砂浜エリアで、底質は砂地が主体です。周辺の賑やかな港と比べて竿を出す人が少なく、シロギスとマゴチの実績が高い穴場として地元アングラーに知られています。シロギスは初夏から夏にかけて岸寄りし、潮が動く朝まずめの時間帯に数釣りが楽しめます。マゴチはキスを狙う仕掛けにそのまま飛びついてくることも多く、7〜9月の夏場が最盛期です。
sand_beach	大浜海岸・大浜公園	ohama-kaigan	一見変化に乏しい地形に見えますが、海底のボトムマテリアルの変化や微妙な駆け上がりといった目に見えない変化を見つけることが、キスを釣る上でのカギになります。
sand_beach	大浦海岸	oura-kaigan	油壷エリアの奥まった入り江に面する大浦海岸は、三崎港や城ヶ島と比べて釣り人が少なく、魚のスレ度が低いと地元アングラーの間で知られる静かな砂浜です。海底は砂地主体で、浜の両端に岩礁帯が張り出しており、そのカケアガリ際がアオリイカの回遊ルートになっています。地元のエギンガーが通うのは9月中旬から10月にかけてで、朝夕マヅメの潮が澄んだ日に実績が集中しています。春の乗っ込み期（4〜5月）にはキロアップの大型が浅場に入ってくることも知られています。
sand_beach	大淀漁港・大淀海岸	oyodo-kaigan	明和町と伊勢市の境に広がる大淀海岸・大淀漁港。大堀川の河口に位置し、全体的に水深が浅めの砂地底が続くエリアです。松阪港が釣り禁止となった影響もあり、今では地元アングラーがサーフでのシロギスねらいに集まる場所として定着しています。キスのシーズンは6〜10月ごろで、早朝から朝マズメを好む常連が多く、堤防先端から沖向きに投げると結果が出やすいとされています。サーフでのマゴチ実績も高く、同じエリアをルアーで流す釣り人の姿も見られます。
sand_beach	大磯海岸	oiso	相模湾に面した砂礫混じりのサーフで、大磯高校前あたりを境に沖が急深になるため、この付近から花水川河口にかけてのエリアが常連アングラーに知られたマゴチの主戦場です。目の前にシラスの群れが入る春から夏が本格シーズンで、夜明け前から日の出直後の朝マズメに集中して釣果が出る傾向があります。吉田邸下には「古賀根」と呼ばれる根が点在し、駆け上がりも形成されているため、底質の変化を丁寧に拾っていくのがこの浜の定石です。
sand_beach	太平洋ロングビーチ	pacific-longbeach	渥美半島南岸・田原市赤羽根に広がる遠州灘の砂浜で、細かい砂底の遠浅サーフが約2kmにわたって続きます。西側エリアは波打ち際から35〜40mで水深2m前後と均一な地形ですが、場所によって底が掘れたブレイクポイントが点在しています。東端の弥八島周辺は岩礁帯が砂底に混じって水深が約3mまで深くなり、ヒラメが好む地形変化が生まれるエリアです。シロギスは夏を中心に浅場の砂底に集まりやすく、ヒラメは秋から冬にかけてベイトが接岸する朝まずめに実績が出やすいと地元では知られています。サーファーが多いため、釣り場は端側を選ぶのが常連のセオリーです。
sand_beach	守谷海岸	moriya	千葉県勝浦市に位置する守谷海岸は、外房屈指の透明度を誇る遠浅の砂浜で、「日本の渚百選」にも選ばれた美しいビーチです。底質は砂地が広がり、投げ釣りのシロギスが4月から12月頃まで狙え、シーズンが長いのが特徴です。砂浜の先に続く小磯から遠投すると20cm超の良型が出やすく、常連が足繁く通う実績ポイントになっています。夏の海水浴シーズン中は日中の釣りが難しくなるため、常連は早朝や夜間に竿を出すことが多いです。シロギスの群れは時間帯によって移動するため、早めに群れを見つけたらその場に集中するスタイルが現地では定番です。
sand_beach	寺部港・寺部海水浴場	terabe-ko	西尾市の三河湾に面した寺部港・寺部海水浴場は、遠浅の砂浜を石積堤防が両サイドから挟む地形で、沖にはテトラ堤も構えています。水深が全体的に浅く、常連は満潮前後の時間帯に合わせて訪れるのが定番スタイルです。シロギスは海水浴シーズン前後の春と秋が主な狙い目で、砂浜から石積堤防へとポイントを変えながら実績が出ています。クロダイは堤防の壁際を丹念に探り歩く釣り人に実績があります。なお7月1日〜8月31日は海水浴場となり、日中の砂浜釣りはできません。
sand_beach	平塚海岸	hiratsuka-kaigan	相模湾に面した約4kmのフラットな砂浜サーフ、平塚海岸。底質は砂地が続き、西側の虹ヶ浜エリアは根掛かりが少なくマゴチを広く探るのに向いています。旧プール下（龍城ヶ丘）は沖合100m付近に根があり、マゴチ・ヒラメの大型実績が高い一方で根掛かりに注意が必要です。相模川・花水川という2本の河口に挟まれた地形が小魚を引き寄せ、常連は濁りのない晴天続きの朝マズメを重視して通っています。花水川河口は川の流れで地形が常に変化するため、前回と同じポイントが通用しないこともあります。
sand_beach	平砂浦	heisaura	館山市に位置する約6kmの遠浅サーフです。底質は全域砂地で、海岸線には佐野川・布沼川・巴川など複数の小河川が流れ込み、アロハガーデン下の河口周辺は沈み根が少なく常連に人気の一級ポイントになっています。水深はアクシオン下でも2m前後と全体的に浅く、離岸流やブレイクが貴重な変化になります。シロギスは4月から12月まで狙え、6〜9月がピーク。10月上旬には大型も混じります。ヒラメは4月以降にカタクチイワシの群れが入ると活性が上がりやすく、アオリイカは洲崎寄りの岩礁帯との境目が実績ポイントです。
sand_beach	弁財天海浜公園・大須賀海岸	benzaiten-osuka	掛川市沖之須に広がる遠州灘の砂浜サーフで、弁財天海浜公園に隣接した大須賀海岸が釣り場です。底質は遠州灘特有の砂地で、波打ち際から沖に向かって緩やかに深くなる地形が続きます。キスは5月下旬から9月にかけて浅場に差してくる時期が長く、夏の早朝便が地元アングラーの定番です。秋口にはヒラメやタチウオの実績もあり、特に10月以降は朝マズメの離岸流周辺が狙い目とされています。遠州灘特有の強い西寄りの風（遠州のからっ風）の影響で波が立ちやすく、穏やかな凪の日の干潮前後が釣りやすいと常連の間で知られています。
sand_beach	御宿海岸	onjuku	「月の砂漠」の舞台として知られる白砂のサーフで、網代湾の奥に位置しながら太平洋の外洋にも直接面しています。底質は均質な砂地で、シロギスは夏から秋にかけてが本番で、駐車場前から入水せずに届く距離にも群れが入ります。ヒラメは冬の「寒ビラメ」シーズンに実績が高く、御宿沖では4〜5kgクラスの大型が交じる年もあります。外洋うねりが入ると波足が長く砂が動くため、北東風が続いた翌日は底が荒れやすく、凪の回復直後を狙うのが地元の間で定番の読み方です。
sand_beach	御幸の浜	miyuki	小田原漁港に隣接する西湘エリア西端の砂浜で、沖には砂の流出防止用のテトラ堤が断続的に入っています。砂底に砂利・小石が混じる底質で、テトラ堤の切れ目から狙えるのがこの浜ならではの地形です。夏から秋にかけてマゴチが突堤付近に潜むことで知られ、海水浴シーズンを外した秋口以降は浜が空いてきます。早川河口に近いぶん大雨後は濁りが入りやすく、穏やかな日和のマヅメ時が狙い目です。
